,species_name,modern_longitude,modern_latitude,start_year,end_year,ancient_longitude,ancient_latitude
110,Neocalamites   carrerei,125.82600000000001,43.384,-237,-201,130.28,51.75
111,Neocalamites   carrerei,125.771,43.619,-237,-201,130.37,51.99
112,Neocalamites   carrerei,125.771,43.619,-237,-201,130.37,51.99
113,Neocalamites   carrerei,128.118,42.417,-237,-201,132.17,50.22
114,Neocalamites   carrerei,129.764,43.31,-237,-201,134.45,50.59
115,Neocalamites   carrerei,129.631,43.531,-237,-201,134.45,50.83
116,Neocalamites   carrerei,129.628,43.587,-237,-201,134.48,50.88
117,Neocalamites   carrerei,131.209,43.788,-237,-201,137.3,51.02
118,Neocalamites   carrerei,91.677,32.259,-237,-201,70.57,28.11
119,Neocalamites   carrerei,99.80799999999999,28.955,-237,-201,81.1,31.6
120,Neocalamites   carrerei,100.26799999999999,29.998,-237,-201,81.12,32.72
121,Neocalamites   carrerei,99.374,25.479,-237,-201,82.79,29.21
122,Neocalamites   carrerei,82.12100000000001,42.071,-237,-201,86.66,54.67
123,Neocalamites   carrerei,82.12100000000001,42.071,-237,-201,86.66,54.67
124,Neocalamites   carrerei,82.12100000000001,42.071,-237,-201,86.66,54.67
125,Neocalamites   carrerei,87.538,40.461,-237,-201,91.8,51.56
126,Neocalamites   carrerei,89.165,42.945,-237,-201,95.32,53.3
127,Neocalamites   carrerei,101.035,26.903,-237,-201,96.39,35.74
128,Neocalamites   carrerei,101.37700000000001,27.035,-237,-201,96.76,35.89
129,Neocalamites   carrerei,101.632,26.541,-237,-201,97.06,35.4
130,Neocalamites   carrerei,101.74799999999999,25.168,-237,-201,97.25,34.03
131,Neocalamites   carrerei,102.07700000000001,25.153,-237,-201,97.61,34.03
132,Neocalamites   carrerei,102.07700000000001,25.153,-237,-201,97.61,34.03
133,Neocalamites   carrerei,102.20299999999999,26.559,-237,-201,97.69,35.44
134,Neocalamites   carrerei,102.89200000000001,29.882,-237,-201,98.31,38.78
135,Neocalamites   carrerei,103.773,31.098,-237,-201,99.24,40.02
136,Neocalamites   carrerei,99.956,37.934,-237,-201,99.51,44.86
137,Neocalamites   carrerei,102.315,38.033,-237,-201,99.96,52.25
138,Neocalamites   carrerei,103.061,27.411,-237,-201,98.6,36.31
139,Neocalamites   carrerei,96.943,35.961,-237,-163,98.24,40.26
140,Neocalamites   carrerei,112.758,24.531,-237,-163,119.57,31.85
141,Neocalamites   carrerei,110.469,24.071,-237,-201,106.79,33.1
142,Neocalamites   carrerei,101.591,34.735,-237,-201,94.74,43.97
143,Neocalamites   carrerei,115.021,30.413,-237,-174,118.36,40.71
144,Neocalamites   carrerei,89.118,40.043,-237,-163,99.44,45.94
145,Cladophlebis   cf.  asiatica,126.381,41.93,-237,-201,130.02,50.25
146,Hausmannia   cf.  emeiensis,129.77700000000002,43.318,-237,-201,134.47,50.59
147,Hausmannia   cf.  emeiensis,129.653,43.592,-237,-201,134.51,50.88
148,Danaeopsis   cf.  fecunda,104.07600000000001,38.651,-237,-201,102.4,52.52
149,Danaeopsis   cf.  fecunda,126.54899999999999,43.837,-237,-201,131.34,51.97
150,Danaeopsis   cf.  fecunda,100.09299999999999,37.321,-237,-201,96.91,51.96
151,Goeppertella   cf.  kwanyuanensis,97.895,31.156,-237,-201,78.36,33.09
152,Danaeopsis   cf.  marantacea,116.566,25.276,-237,-201,113.46,34.29
153,Danaeopsis   cf.  marantacea,94.06,31.924,-237,-201,72.88,28.34
154,Osmundopsis   cf.  plectrophora,107.40299999999999,31.242,-237,-201,103.29,40.24
155,Equisetites   cf.  scanicus,118.462,40.793,-237,-201,120.59,51.29
156,Todites   cf.  williamsoni,105.825,32.452,-237,-201,101.49,41.42
157,Equisetites   cf. arenaceus,105.412,25.871,-237,-201,101.23,34.83
158,Equisetites   cf. beanii,112.484,27.003,-237,-201,108.99,36.04
159,Cladophlebis   cf. bitchuensis,116.101,39.94,-237,-201,117.43,51.08
160,Thaumatopteris   cf. brauniana,113.97200000000001,22.971,-237,-201,110.6,32.01
161,Thaumatopteris   cf. brauniana,118.821,27.907,-237,-201,122.87,38.44
162,Neocalamites   cf. carcinoides,126.375,41.927,-237,-201,130.01,50.25
163,Neocalamites   cf. carrerei,89.178,43.901,-237,-201,100.32,51.77
164,Neocalamites   cf. carrerei,110.943,33.819,-237,-201,107.24,42.85
165,Neocalamites   cf. carrerei,113.244,23.205,-237,-201,109.81,32.24
166,Neocalamites   cf. carrerei,85.885,45.968,-237,-201,78.68,61.34
167,Neocalamites   cf. carrerei ,113.244,23.205,-237,-201,109.81,32.24
168,Asterotheca   cf. cottoni,100.26899999999999,29.996,-237,-201,81.12,32.72
169,Pecopteris   cf. cottoni,117.56700000000001,25.4,-237,-201,114.55,34.4
170,Cladophlebis   cf. denticulatus,112.012,31.588,-237,-201,108.46,40.63
171,Todites   cf. denticulatus,100.275,30.0,-237,-201,81.13,32.73
172,Thaumatopteris   cf. dunkeri,97.025,31.23,-237,-201,77.5,32.9
173,Thaumatopteris   cf. dunkeri,97.554,31.061,-237,-201,78.07,32.9
174,Cladophlebis   cf. gigantea,88.896,44.017,-237,-201,100.43,52.0
175,Cladophlebis   cf. gigantea,107.14,34.79,-237,-201,104.62,48.17
176,Cladophlebis   cf. gigantea,106.12700000000001,39.041,-237,-201,105.1,52.48
177,Cladophlebis   cf. gigantea,109.086,34.945,-237,-201,106.99,47.91
178,Cladophlebis   cf. gigantea,109.021,35.359,-237,-201,107.07,48.32
179,Cladophlebis   cf. gigantea,110.215,37.538,-237,-201,109.39,50.16
180,Cladophlebis   cf. gigantea,110.215,37.538,-237,-201,109.39,50.16
181,Cladophlebis   cf. gigantea,113.25,23.206,-237,-201,109.82,32.25
182,Cladophlebis   cf. grabauiana,97.406,30.62,-237,-201,76.4,27.86
183,Equisetites   cf. gracilis,119.309,41.199,-237,-201,121.77,51.46
184,Equisetites   cf. gracilis,129.628,43.587,-237,-201,134.48,50.88
185,Neocalamites   cf. hoerensis,120.765,41.798,-237,-163,128.76,48.71
186,Neocalamites   cf. hoerensis,126.375,41.927,-237,-201,130.01,50.25
187,Neocalamites   cf. hoerensis,96.852,32.357,-237,-201,76.85,33.9
188,Neocalamites   cf. hoerensis,97.661,31.039,-237,-201,78.18,32.91
189,Cladophlebis   cf. ichunensis,117.95200000000001,40.915,-237,-201,120.07,51.54
190,Annulariopsis   cf. inopinata,107.86399999999999,31.084,-237,-201,103.81,40.09
191,Annulariopsis   cf. inopinata,118.571,40.825,-237,-201,120.73,51.29
192,Annulariopsis   cf. inopinata,126.40700000000001,41.949,-237,-201,130.06,50.26
193,Cladophlebis   cf. kaoiana,107.868,31.083,-237,-201,103.82,40.09
194,Equisetites   cf. lufengensis,98.975,28.318,-237,-201,78.58,26.02
195,Clathropteris   cf. meniscioides,119.684,41.12,-237,-201,122.15,51.29
196,Neocalamites   cf. merianii,114.891,30.321,-237,-201,111.67,39.35
197,Cladophlebis   cf. mesozoica,126.574,41.969,-237,-201,130.25,50.24
198,Cladophlebis   cf. microphylla,105.736,29.685,-237,-201,101.47,38.65
199,Clathropteris   cf. mongugaica,98.052,31.229,-237,-201,78.48,33.21
200,Clathropteris   cf. mongugaica,99.79799999999999,28.931,-237,-201,81.1,31.58
201,Clathropteris   cf. mongugaica,103.77600000000001,31.096,-237,-201,99.24,40.02
202,Equisetites   cf. multidentatus,130.983,43.809,-237,-201,136.04,50.7
203,Equisetites   cf. multidentatus,100.213,28.74,-237,-201,81.58,31.52
204,Equisetites   cf. münsteri ,112.484,27.003,-237,-201,108.99,36.04
205,Equisetites   cf. münsteri ,99.949,26.114,-237,-201,80.15,24.13
206,Cladophlebis   cf. nalivkini,108.52600000000001,31.369,-237,-201,104.55,40.38
207,Dictyophyllum   cf. nathorsti,113.884,29.72,-237,-201,110.54,38.76
208,Dictyophyllum   cf. nathorsti,113.97200000000001,22.971,-237,-201,110.6,32.01
209,Dictyophyllum   cf. nilssoni,110.448,31.027,-237,-201,106.71,40.06
210,Dictyophyllum   cf. nilssoni,119.145,31.644,-237,-201,116.46,40.62
211,Dictyophyllum   cf. nilssoni,84.87899999999999,45.592,-237,-201,77.83,60.66
212,Dictyophyllum   cf. nilssoni,103.916,30.869,-237,-201,99.4,39.79
213,Dictyophyllum   cf. nilssoni,77.773,40.441,-237,-201,80.38,54.4
214,Danaeopsis   cf. plana,110.955,33.823,-237,-201,107.25,42.86
215,Clathropteris   cf. platyphylla,95.765,32.962,-237,-201,75.56,34.14
216,Cladophlevis   cf. raciborskii,105.86,32.49,-237,-201,101.52,41.46
217,Cladophlevis   cf. raciborskii,107.514,31.121,-237,-201,103.42,40.12
218,Cladophlevis   cf. raciborskii,110.76299999999999,31.226,-237,-201,107.06,40.26
219,Cladophlevis   cf. raciborskii,113.884,29.72,-237,-201,110.54,38.76
220,Cladophlevis   cf. raciborskii,126.54899999999999,43.837,-237,-201,131.34,51.97
221,Cladophlevis   cf. raciborskii,100.182,30.609,-237,-201,80.78,33.27
222,Cladophlebis   cf. ruetimeyerii,97.025,31.23,-237,-201,77.5,32.9
223,Equisetites   cf. sarrani,113.395,25.048,-237,-201,109.98,34.09
224,Equisetum   cf. sarrani ,119.39399999999999,41.243,-237,-201,121.89,51.48
225,Equisetum   cf. sarrani ,103.791,29.445,-237,-201,99.32,38.37
226,Cladophlebis   cf. scariosa,104.795,30.559,-237,-201,100.4,39.51
227,Cladophlebis   cf. scariosa,108.52600000000001,31.369,-237,-201,104.55,40.38
228,Cladophlebis   cf. scariosa,116.029,39.902,-237,-201,117.33,51.06
229,Cladophlebis   cf. scariosa,125.834,43.386,-237,-201,130.29,51.75
230,Cladophlebis   cf. scariosa,99.35799999999999,30.318,-237,-201,80.11,32.75
231,Cladophlebis   cf. scariosa,99.79799999999999,28.931,-237,-201,81.1,31.58
232,Cladophlebis   cf. scariosa,100.26899999999999,29.996,-237,-201,81.12,32.72
233,Cladophlebis   cf. scariosa,96.454,35.835,-237,-201,88.8,44.85
234,Equisetites   cf. stenodon ,101.691,36.891,-237,-201,101.03,43.52
235,Equisetites   cf. stenodon ,110.334,31.047,-237,-201,106.58,40.08
236,Equisetites   cf. stenodon ,82.12100000000001,42.071,-237,-201,86.66,54.67
237,Equisetites   cf. takahashii,100.213,28.74,-237,-201,81.58,31.52
238,Equisetites   cf. takahashii,102.07700000000001,25.153,-237,-201,97.61,34.03
239,Equisetum   cf. takahashii,101.37700000000001,27.035,-237,-201,96.76,35.89
240,Clathropteris   cf. tenuinervis,113.057,25.212,-237,-201,109.61,34.25
241,Clathropteris   cf. tenuinervis,95.154,33.231,-237,-201,74.87,34.21
242,Clathropteris   cf. tenuinervis,95.765,32.962,-237,-201,75.56,34.14
243,Annalepis   cf. zeilleri,113.001,37.334,-237,-201,112.58,49.34
244,Rhinipteris   cf.concinna,105.461,25.384,-237,-201,101.3,34.35
245,Thaumatopteris   cf.elongata,117.56700000000001,25.4,-237,-201,114.55,34.4
246,Cladophlebis   cf.haiburensis,116.17,24.647,-237,-201,113.01,33.67
247,Bernoullia   cf.helvetica,111.887,34.747,-237,-201,110.19,47.11
248,Thaumatopteris   cf.nipponica ,105.825,32.452,-237,-201,101.49,41.42
249,Phlebopteris   cf.polypodioides,111.794,30.826,-237,-201,108.21,39.86
250,Phlebopteris   cf.polypodioides,117.56700000000001,25.4,-237,-201,114.55,34.4
251,Todites   cf.princeps,113.884,29.72,-237,-201,110.54,38.76
252,Thaumatopteris   cf.remauryi,97.025,31.23,-237,-201,77.5,32.9
253,Thaumatopteris   cf.schenkii,105.825,32.452,-237,-201,101.49,41.42
254,Cf. Todites    cf.shensiensis,103.861,28.303,-237,-201,99.44,37.23
255,Todites   cf.T.scoresbyensis,116.029,39.902,-237,-201,117.33,51.06
256,Gleichenites   chaoyangensis,120.601,41.624,-237,-201,123.47,51.52
257,Dictyophyllum   chengdeense,118.469,40.795,-237,-201,120.6,51.29
258,Hausmannia   chiropterioides,107.40299999999999,31.242,-237,-201,103.29,40.24
259,Sphenopteris   chowkiawanensis,106.383,29.92,-237,-201,102.19,38.9
260,Sphenopteris   chowkiawanensis,108.95,35.281,-237,-201,106.96,48.26
261,Sphenopteris   chowkiawanensis,108.95,35.281,-237,-201,106.96,48.26
262,Sphenopteris   chowkiawanensis,109.84899999999999,36.683,-237,-201,108.59,49.42
263,Sphenopteris   chowkiawanensis,109.84899999999999,36.683,-237,-201,108.59,49.42
264,Sphenopteris   chowkiawanensis,110.51899999999999,38.227,-237,-201,110.05,50.76
265,Sphenopteris   chowkiawanensis,110.574,39.021,-237,-201,110.48,51.5
266,Sphenopteris   chowkiawanensis,118.469,40.795,-237,-201,120.6,51.29
267,Sphenopteris   chowkiawanensis,126.38,41.929,-237,-201,130.02,50.25
268,Sphenopteris   chowkiawanensis,126.56700000000001,41.961,-237,-201,130.24,50.23
269,Sphenopteris   chowkiawanensis,99.829,38.279,-237,-201,96.92,52.94
270,Lobatannularia   chuandianensis,101.37700000000001,27.035,-237,-201,96.76,35.89
271,Neoannularia   chuandianensis,101.572,26.579,-237,-201,96.99,35.44
272,Cladophlebis   cladophleoides,104.59,29.541,-237,-201,100.21,38.48
273,Cladophlebis   cladophleoides,113.78200000000001,28.0,-237,-201,110.42,37.04
274,Cladophlebis   cladophleoides,117.323,29.152,-237,-201,114.36,38.16
275,Pecopteris   concinna,117.56700000000001,25.4,-237,-201,114.55,34.4
276,Neoannularia   confertifolia,119.565,41.051,-237,-201,121.98,51.25
277,Thaumatopteris   contracta,113.406,25.052,-237,-201,110.0,34.09
278,Thaumatopteris   contracta,95.154,33.231,-237,-201,74.87,34.21
279,Thaumatopteris   contracta,97.97200000000001,30.57,-237,-201,76.95,27.95
280,Thaumatopteris   contracta,101.90799999999999,25.162,-237,-201,97.42,34.03
281,Thaumatopteris   contracta,101.90799999999999,25.162,-237,-201,97.42,34.03
282,Asterotheca   cottoni,104.795,30.559,-237,-201,100.4,39.51
283,Asterotheca   cottoni,105.042,31.068,-237,-201,100.66,40.02
284,Asterotheca   cottoni,112.87799999999999,31.085,-237,-201,109.43,40.12
285,Asterotheca   cottoni,119.057,32.175,-237,-201,116.38,41.15
286,Asterotheca   cottoni,101.568,26.598,-237,-201,96.99,35.46
287,Asterotheca   cottoni,101.74700000000001,26.304,-237,-201,97.2,35.17
288,Cf. Asterotheca   cottoni,96.448,35.829,-237,-201,88.79,44.84
289,Pecopteris   cottoni,116.566,25.276,-237,-201,113.46,34.29
290,Pecopteris   crassinervis,104.62700000000001,29.602,-237,-201,100.24,38.55
291,Todites   crenatus,104.52799999999999,29.651,-237,-201,100.13,38.59
292,Todites   crenatus,112.49600000000001,27.006,-237,-201,109.0,36.05
293,Cf. Todites   crenatus ,102.477,37.216,-237,-201,99.85,51.43
294,Bernouillia   danaeopsioides,89.181,43.901,-237,-201,100.32,51.77
295,Neocalamites   dangyangensis,112.87200000000001,31.088,-237,-201,109.42,40.13
296,Neocalamites   dangyangensis,113.87100000000001,29.713,-237,-201,110.53,38.75
297,Neocalamites   dangyangensis,101.591,34.735,-237,-201,94.74,43.97
298,Equisetum   deltodon,101.37700000000001,27.035,-237,-201,96.76,35.89
299,Equisetites   deltodon ,108.91799999999999,35.331,-237,-201,106.94,48.32
300,Equisetites   deltodon ,109.07600000000001,34.939,-237,-201,106.97,47.91
301,Allophyton   dengqenensis,95.602,31.418,-237,-201,70.99,11.66
302,Symopteris   densinervis,104.795,30.559,-237,-201,100.4,39.51
303,？Todites   denticulata,116.22,39.952,-237,-174,122.73,50.75
304,？Todites   denticulata,116.572,40.08,-237,-174,123.19,50.81
305,？Todites   denticulata,120.777,41.806,-237,-163,128.77,48.72
306,Cladophlebis   denticulata,105.86399999999999,32.496,-237,-201,101.53,41.47
307,Cladophlebis   denticulata,105.941,32.424,-237,-201,101.62,41.4
308,Cladophlebis   denticulata,107.48899999999999,31.208,-237,-201,103.39,40.21
309,Cladophlebis   denticulata,105.735,34.478,-237,-201,104.54,40.39
310,Cladophlebis   denticulata,113.057,25.212,-237,-201,109.61,34.25
311,Jiangxifolium   denticulatum,115.852,27.94,-237,-201,112.71,36.96
312,？Todites   denticulatus,105.86399999999999,32.496,-237,-174,107.72,42.03
313,Todites   denticulatus,104.62700000000001,29.602,-237,-201,100.24,38.55
314,Todites   denticulatus,105.042,31.068,-237,-201,100.66,40.02
315,Todites   denticulatus,105.825,32.452,-237,-201,101.49,41.42
316,Todites   denticulatus,105.777,26.669,-237,-201,101.61,35.64
317,Todites   denticulatus,106.39200000000001,29.922,-237,-201,102.2,38.9
318,Todites   denticulatus,107.90100000000001,32.542,-237,-201,103.82,41.55
319,Todites   denticulatus,103.07,27.414,-237,-174,105.38,36.7
320,Todites   denticulatus,113.06,25.218,-237,-201,109.62,34.26
321,Todites   denticulatus,105.86399999999999,32.496,-237,-163,110.36,38.45
322,Todites   denticulatus,113.87200000000001,24.731,-237,-201,110.5,33.77
323,Todites   denticulatus,113.87700000000001,27.621,-237,-201,110.53,36.66
324,Todites   denticulatus,113.884,29.72,-237,-201,110.54,38.76
325,Todites   denticulatus,113.884,29.72,-237,-201,110.54,38.76
326,Todites   denticulatus,106.334,29.951,-237,-163,111.54,36.05
327,Todites   denticulatus,107.251,31.915,-237,-163,111.98,38.14
328,Todites   denticulatus,110.984,30.831,-237,-163,116.22,37.73
329,Todites   denticulatus,111.794,30.826,-237,-163,117.08,37.87
330,Todites   denticulatus,118.475,40.801,-237,-201,120.61,51.3
331,Todites   denticulatus,113.991,27.322,-237,-145,120.81,32.32
332,Todites   denticulatus,115.0,27.119,-237,-163,121.38,34.76
333,Todites   denticulatus,116.083,27.759,-237,-163,122.39,35.57
334,Todites   denticulatus,119.193,36.643,-237,-163,125.89,43.8
335,Todites   denticulatus,123.64,41.521,-237,-163,131.88,48.09
336,Todites   denticulatus,129.77700000000002,43.318,-237,-201,134.47,50.59
337,Todites   denticulatus,98.587,31.812,-237,-201,78.74,33.92
338,Todites   denticulatus,100.03200000000001,31.004,-237,-201,93.19,40.18
339,Todites   denticulatus,101.037,26.899,-237,-201,96.39,35.74
340,Todites   denticulatus,101.37899999999999,27.032,-237,-201,96.76,35.88
341,Todites   denticulatus,91.603,37.586,-237,-163,97.83,41.0
342,Todites   denticulatus,103.787,31.108,-237,-201,99.25,40.03
343,Todites   denticulatus,116.137,27.609,-237,-145,122.92,33.06
344,Raphaelia   diamensis,102.104,30.226,-237,-201,97.41,39.1
345,Thaumatopteris   dunkeri,113.273,26.031,-237,-201,109.85,35.07
346,Thaumatopteris   dunkeri,113.354,25.135,-237,-201,109.94,34.17
347,Clathropteris   elegans,129.77700000000002,43.318,-237,-201,134.47,50.59
348,Clathropteris   elegans,129.653,43.592,-237,-201,134.51,50.88
349,Hausmannia   emeiensis,107.40299999999999,31.242,-237,-201,103.29,40.24
350,Hausmannia   emeiensis,103.40700000000001,29.628,-237,-201,98.89,38.54
351,Dictyophyllum   exile,104.795,30.559,-237,-201,100.4,39.51
352,Dictyophyllum   exile,105.825,32.452,-237,-201,101.49,41.42
353,Dictyophyllum   exile,113.884,29.72,-237,-201,110.54,38.76
354,Dictyophyllum   exile,116.85700000000001,30.666,-237,-201,113.87,39.68
355,Dictyophyllum   exile,119.204,29.031,-237,-201,116.45,38.0
356,Dictyophyllum   exile,101.37899999999999,27.032,-237,-201,96.76,35.88
